data/piecwise/piecewise_1_folder/piecwise_1(1).png,1
data/piecwise/piecewise_1_folder/piecwise_1(2).png,1
data/piecwise/piecewise_1_folder/piecwise_1(3).png,1
data/piecwise/piecewise_1_folder/piecwise_1(4).png,1
data/piecwise/piecewise_1_folder/piecwise_1(5).png,1
data/piecwise/piecewise_1_folder/piecwise_1(6).png,1
data/piecwise/piecewise_1_folder/piecwise_1(7).png,1
data/piecwise/piecewise_1_folder/piecwise_1(8).png,1
data/piecwise/piecewise_1_folder/piecwise_1(9).png,1
data/piecwise/piecewise_1_folder/piecwise_1(10).png,1
data/piecwise/piecewise_1_folder/piecwise_1(11).png,1
data/piecwise/piecewise_1_folder/piecwise_1(12).png,1
data/piecwise/piecewise_1_folder/piecwise_1(13).png,1
data/piecwise/piecewise_1_folder/piecwise_1(14).png,1
data/piecwise/piecewise_1_folder/piecwise_1(15).png,1
data/piecwise/piecewise_1_folder/piecwise_1(16).png,1
data/piecwise/piecewise_1_folder/piecwise_1(17).png,1
data/piecwise/piecewise_1_folder/piecwise_1(18).png,1
data/piecwise/piecewise_1_folder/piecwise_1(19).png,1
data/piecwise/piecewise_1_folder/piecwise_1(20).png,1
data/piecwise/piecewise_1_folder/piecwise_1(21).png,1
data/piecwise/piecewise_1_folder/piecwise_1(22).png,1
data/piecwise/piecewise_1_folder/piecwise_1(23).png,1
data/piecwise/piecewise_1_folder/piecwise_1(24).png,1
data/piecwise/piecewise_1_folder/piecwise_1(25).png,1
data/piecwise/piecewise_1_folder/piecwise_1(26).png,1
data/piecwise/piecewise_1_folder/piecwise_1(27).png,1
data/piecwise/piecewise_1_folder/piecwise_1(28).png,1
data/piecwise/piecewise_1_folder/piecwise_1(29).png,1
data/piecwise/piecewise_1_folder/piecwise_1(30).png,1
data/piecwise/piecewise_1_folder/piecwise_1(31).png,1
data/piecwise/piecewise_1_folder/piecwise_1(32).png,1
data/piecwise/piecewise_1_folder/piecwise_1(33).png,1
data/piecwise/piecewise_1_folder/piecwise_1(34).png,1
data/piecwise/piecewise_1_folder/piecwise_1(35).png,1
data/piecwise/piecewise_1_folder/piecwise_1(36).png,1
data/piecwise/piecewise_1_folder/piecwise_1(37).png,1
data/piecwise/piecewise_1_folder/piecwise_1(38).png,1
data/piecwise/piecewise_1_folder/piecwise_1(39).png,1
data/piecwise/piecewise_1_folder/piecwise_1(40).png,1
data/piecwise/piecewise_1_folder/piecwise_1(41).png,1
data/piecwise/piecewise_1_folder/piecwise_1(42).png,1
data/piecwise/piecewise_1_folder/piecwise_1(43).png,1
